442,15.00	-0.85	-18.00	13:58:14	163	33.93	83.82	0.3476	0.0155	0.2252	0.2242	0.0347	0.0345	0.0245	0.0244	12	22,,,,,,,,,,,,,,,,,,
443,15.00	-0.35	-18.00	13:58:27	157	32.12	91.69	0.3621	0.0161	0.1988	0.2528	0.0312	0.0397	0.0221	0.0281	16	19,,,,,,,,,,,,,,,,,,
444,15.00	0.15	-18.00	13:58:41	196	39.32	90.57	0.3861	0.0196	0.2079	0.2636	0.0292	0.0370	0.0206	0.0262	16	19,,,,,,,,,,,,,,,,,,
445,15.00	0.65	-18.00	13:58:53	153	30.66	97.15	0.3249	0.0204	0.2171	0.2135	0.0345	0.0339	0.0244	0.0240	12	16,,,,,,,,,,,,,,,,,,
446,15.00	1.15	-18.00	13:59:05	143	29.10	90.56	0.2676	0.0568	0.2143	0.2348	0.0352	0.0386	0.0249	0.0273	22	25,,,,,,,,,,,,,,,,,,
447,15.00	1.65	-18.00	13:59:17	116	23.40	95.95	0.2579	0.0337	0.2211	0.2075	0.0404	0.0379	0.0286	0.0268	12	22,,,,,,,,,,,,,,,,,,
448,15.00	2.15	-18.00	13:59:29	131	26.42	85.66	0.2383	0.0977	0.1768	0.1729	0.0304	0.0297	0.0215	0.0210	16	32,,,,,,,,,,,,,,,,,,
449,15.00	2.65	-18.00	13:59:41	161	32.38	87.61	0.2012	0.0891	0.2024	0.1648	0.0314	0.0255	0.0222	0.0181	28	38,,,,,,,,,,,,,,,,,,
450,15.00	2.65	-18.50	13:59:55	109	21.88	89.53	0.1671	0.0609	0.1819	0.1877	0.0343	0.0354	0.0243	0.0250	19	25,,,,,,,,,,,,,,,,,,
451,15.00	2.15	-18.50	14:00:07	146	29.42	92.14	0.1761	0.0593	0.1913	0.1876	0.0311	0.0305	0.0220	0.0216	16	25,,,,,,,,,,,,,,,,,,
452,15.00	1.65	-18.50	14:00:20	99	20.07	93.23	0.2214	0.0556	0.2142	0.2279	0.0424	0.0451	0.0300	0.0319	12	22,,,,,,,,,,,,,,,,,,
453,15.00	1.15	-18.50	14:00:32	179	36.38	95.36	0.2515	0.0338	0.2420	0.2141	0.0356	0.0315	0.0251	0.0222	16	19,,,,,,,,,,,,,,,,,,
454,15.00	0.65	-18.50	14:00:44	183	37.27	97.69	0.3016	0.0423	0.2195	0.2436	0.0319	0.0354	0.0226	0.0250	16	19,,,,,,,,,,,,,,,,,,
455,15.00	0.15	-18.50	14:00:57	164	33.55	93.32	0.3332	-0.0148	0.2000	0.2268	0.0307	0.0348	0.0217	0.0246	12	22,,,,,,,,,,,,,,,,,,
456,15.00	-0.35	-18.50	14:01:10	148	30.00	95.32	0.3542	0.0255	0.2048	0.2451	0.0331	0.0396	0.0234	0.0280	16	19,,,,,,,,,,,,,,,,,,
457,15.00	-0.85	-18.50	14:01:23	157	30.90	87.80	0.2981	0.0003	0.2301	0.2238	0.0361	0.0351	0.0255	0.0248	16	25,,,,,,,,,,,,,,,,,,
458,15.00	-1.35	-18.50	14:01:35	163	32.68	95.48	0.3023	-0.0188	0.2223	0.2251	0.0342	0.0347	0.0242	0.0245	12	16,,,,,,,,,,,,,,,,,,
459,15.00	-1.85	-18.50	14:01:47	182	36.76	88.52	0.2151	-0.0249	0.2327	0.2145	0.0339	0.0312	0.0240	0.0221	12	22,,,,,,,,,,,,,,,,,,
460,15.00	-2.35	-18.50	14:02:00	173	34.77	95.70	0.2133	-0.0356	0.2024	0.2087	0.0303	0.0312	0.0214	0.0221	16	25,,,,,,,,,,,,,,,,,,
461,15.00	-2.85	-18.50	14:02:12	179	36.13	88.89	0.1751	-0.0454	0.1964	0.2042	0.0288	0.0300	0.0204	0.0212	16	22,,,,,,,,,,,,,,,,,,
462,15.00	-3.35	-19.00	14:02:24	167	34.26	91.45	0.1365	-0.0261	0.1855	0.1679	0.0282	0.0255	0.0200	0.0181	16	28,,,,,,,,,,,,,,,,,,
463,15.00	-2.85	-19.00	14:02:37	162	32.53	94.61	0.1316	-0.0191	0.1880	0.2011	0.0290	0.0311	0.0205	0.0220	12	16,,,,,,,,,,,,,,,,,,
464,15.00	-2.35	-19.00	14:02:49	196	39.64	91.52	0.2075	-0.0256	0.2081	0.2171	0.0292	0.0305	0.0207	0.0215	12	22,,,,,,,,,,,,,,,,,,
465,15.00	-1.85	-19.00	14:03:02	155	31.41	97.97	0.2171	-0.0031	0.2283	0.2287	0.0361	0.0361	0.0255	0.0255	12	22,,,,,,,,,,,,,,,,,,
466,15.00	-1.35	-19.00	14:03:14	156	31.45	95.36	0.2653	0.0062	0.2057	0.2100	0.0324	0.0331	0.0229	0.0234	12	19,,,,,,,,,,,,,,,,,,
467,15.00	-0.85	-19.00	14:03:26	163	32.87	94.76	0.3457	-0.0155	0.2235	0.2206	0.0344	0.0340	0.0243	0.0240	25	22,,,,,,,,,,,,,,,,,,
468,15.00	-0.35	-19.00	14:03:39	172	34.62	95.01	0.3464	0.0074	0.1989	0.2279	0.0298	0.0342	0.0211	0.0242	12	19,,,,,,,,,,,,,,,,,,
469,15.00	0.15	-19.00	14:03:52	180	36.99	94.47	0.3157	0.0100	0.2186	0.2005	0.0320	0.0294	0.0226	0.0208	19	22,,,,,,,,,,,,,,,,,,
470,15.00	0.65	-19.00	14:04:04	154	31.06	93.32	0.3080	-0.0026	0.2209	0.2377	0.0350	0.0377	0.0247	0.0266	16	19,,,,,,,,,,,,,,,,,,
471,15.00	1.15	-19.00	14:04:16	133	27.04	95.80	0.2523	-0.0547	0.1999	0.2264	0.0341	0.0386	0.0241	0.0273	19	19,,,,,,,,,,,,,,,,,,
472,15.00	1.65	-19.00	14:04:28	111	22.52	96.57	0.1577	0.0234	0.2383	0.2110	0.0445	0.0394	0.0315	0.0279	12	19,,,,,,,,,,,,,,,,,,
473,15.00	2.15	-19.00	14:04:40	121	24.70	89.07	0.1738	-0.0031	0.1702	0.1867	0.0305	0.0334	0.0215	0.0236	16	25,,,,,,,,,,,,,,,,,,
474,15.00	2.65	-19.00	14:04:52	146	29.43	91.89	0.1374	0.0494	0.1938	0.1785	0.0316	0.0291	0.0223	0.0205	12	19,,,,,,,,,,,,,,,,,,
475,15.00	3.15	-19.00	14:05:05	145	30.00	83.98	0.1110	0.0513	0.1867	0.1893	0.0305	0.0309	0.0216	0.0219	12	19,,,,,,,,,,,,,,,,,,
476,15.00	3.65	-19.50	14:05:18	152	30.59	93.68	0.1093	0.0022	0.1925	0.1616	0.0307	0.0258	0.0217	0.0182	12	22,,,,,,,,,,,,,,,,,,
477,15.00	3.15	-19.50	14:05:31	164	32.68	96.21	0.1357	0.0280	0.1702	0.1843	0.0261	0.0283	0.0185	0.0200	12	22,,,,,,,,,,,,,,,,,,
478,15.00	2.65	-19.50	14:05:43	128	25.93	93.88	0.1398	-0.0054	0.1677	0.1910	0.0292	0.0332	0.0206	0.0235	12	16,,,,,,,,,,,,,,,,,,
479,15.00	2.15	-19.50	14:05:55	108	21.99	94.11	0.1225	-0.0423	0.1991	0.2045	0.0377	0.0387	0.0267	0.0274	12	25,,,,,,,,,,,,,,,,,,
480,15.00	1.65	-19.50	14:06:08	135	27.75	93.11	0.1520	-0.0656	0.2066	0.2060	0.0350	0.0349	0.0247	0.0247	16	22,,,,,,,,,,,,,,,,,,
481,15.00	1.15	-19.50	14:06:20	179	36.26	95.50	0.2356	-0.0466	0.2043	0.2132	0.0300	0.0313	0.0212	0.0221	16	22,,,,,,,,,,,,,,,,,,
482,15.00	0.65	-19.50	14:06:32	143	28.79	92.35	0.2866	-0.0640	0.2121	0.2270	0.0349	0.0373	0.0247	0.0264	16	22,,,,,,,,,,,,,,,,,,
483,15.00	0.15	-19.50	14:06:46	153	30.79	93.33	0.3438	-0.0411	0.1936	0.2389	0.0308	0.0380	0.0218	0.0269	25	19,,,,,,,,,,,,,,,,,,
484,15.00	-0.35	-19.50	14:06:58	169	34.18	92.20	0.3244	0.0068	0.1979	0.2365	0.0299	0.0358	0.0212	0.0253	16	19,,,,,,,,,,,,,,,,,,
485,15.00	-0.85	-19.50	14:07:10	167	33.71	95.86	0.3104	0.0297	0.2242	0.2495	0.0341	0.0380	0.0241	0.0268	16	16,,,,,,,,,,,,,,,,,,
486,15.00	-1.35	-19.50	14:07:22	159	32.01	92.66	0.2562	0.0469	0.1950	0.2185	0.0304	0.0341	0.0215	0.0241	16	19,,,,,,,,,,,,,,,,,,
487,15.00	-1.85	-19.50	14:07:35	131	26.39	97.17	0.2113	0.0236	0.2203	0.2412	0.0379	0.0415	0.0268	0.0293	16	19,,,,,,,,,,,,,,,,,,
488,15.00	-2.35	-19.50	14:07:47	168	32.48	92.14	0.1611	0.0490	0.2140	0.1990	0.0325	0.0302	0.0230	0.0213	12	19,,,,,,,,,,,,,,,,,,
489,15.00	-2.85	-19.50	14:08:00	182	37.05	97.16	0.1119	0.0261	0.1943	0.2020	0.0283	0.0294	0.0200	0.0208	12	16,,,,,,,,,,,,,,,,,,
490,15.00	-3.35	-19.50	14:08:12	165	33.34	94.80	0.1048	0.0256	0.1852	0.1923	0.0283	0.0294	0.0200	0.0208	12	22,,,,,,,,,,,,,,,,,,
491,15.00	-3.85	-19.50	14:08:24	141	28.42	93.06	0.1083	-0.0178	0.1639	0.1529	0.0271	0.0253	0.0192	0.0179	16	28,,,,,,,,,,,,,,,,,,
492,15.00	-4.35	-19.50	14:08:37	170	35.10	88.97	0.1069	-0.0121	0.1858	0.1900	0.0280	0.0286	0.0198	0.0203	67	28,,,,,,,,,,,,,,,,,,
493,15.00	-5.35	-20.00	14:08:53	150	30.39	93.30	0.0971	0.0478	0.1419	0.1873	0.0228	0.0301	0.0161	0.0213	38	25,,,,,,,,,,,,,,,,,,
494,15.00	-4.85	-20.00	14:09:05	119	24.25	83.91	0.0951	0.0684	0.1761	0.1733	0.0318	0.0313	0.0225	0.0221	16	22,,,,,,,,,,,,,,,,,,
495,15.00	-4.35	-20.00	14:09:17	125	24.78	95.32	0.0654	0.0524	0.1767	0.1702	0.0311	0.0300	0.0220	0.0212	12	19,,,,,,,,,,,,,,,,,,
496,15.00	-3.85	-20.00	14:09:29	149	30.40	90.65	0.0459	0.0524	0.1852	0.1557	0.0298	0.0251	0.0211	0.0177	16	19,,,,,,,,,,,,,,,,,,
497,15.00	-3.35	-20.00	14:09:41	164	33.21	96.40	0.1092	0.0863	0.1718	0.1688	0.0264	0.0259	0.0187	0.0183	12	22,,,,,,,,,,,,,,,,,,
498,15.00	-2.85	-20.00	14:09:55	133	27.37	96.62	0.1388	0.0833	0.1723	0.1861	0.0294	0.0318	0.0208	0.0225	12	19,,,,,,,,,,,,,,,,,,
499,15.00	-2.35	-20.00	14:10:07	127	26.00	95.88	0.1550	0.0706	0.1770	0.2433	0.0309	0.0425	0.0219	0.0300	12	16,,,,,,,,,,,,,,,,,,
500,15.00	-1.85	-20.00	14:10:21	133	26.79	96.76	0.1949	0.0997	0.1874	0.2132	0.0320	0.0364	0.0226	0.0257	12	25,,,,,,,,,,,,,,,,,,
501,15.00	-1.35	-20.00	14:10:33	142	28.88	85.47	0.2254	0.0705	0.2242	0.2395	0.0370	0.0395	0.0262	0.0279	12	19,,,,,,,,,,,,,,,,,,
502,15.00	-0.85	-20.00	14:10:47	143	29.52	96.16	0.2703	0.0426	0.2067	0.2592	0.0340	0.0426	0.0240	0.0301	16	22,,,,,,,,,,,,,,,,,,
503,15.00	-0.35	-20.00	14:11:00	173	34.77	98.36	0.3340	0.0381	0.1879	0.2606	0.0281	0.0389	0.0199	0.0275	16	22,,,,,,,,,,,,,,,,,,
504,15.00	0.15	-20.00	14:11:12	175	35.42	96.02	0.3238	-0.0491	0.1922	0.2576	0.0286	0.0383	0.0202	0.0271	16	22,,,,,,,,,,,,,,,,,,
505,15.00	0.65	-20.00	14:11:24	156	31.11	96.26	0.2495	-0.0470	0.1882	0.2388	0.0296	0.0376	0.0210	0.0266	16	19,,,,,,,,,,,,,,,,,,
506,15.00	1.15	-20.00	14:11:38	161	33.03	96.51	0.2201	-0.1211	0.1801	0.2315	0.0279	0.0359	0.0197	0.0254	12	22,,,,,,,,,,,,,,,,,,
507,15.00	1.65	-20.00	14:11:50	110	22.72	95.29	0.1771	-0.0897	0.1860	0.2269	0.0349	0.0426	0.0247	0.0301	12	19,,,,,,,,,,,,,,,,,,
508,15.00	2.15	-20.00	14:12:02	85	17.45	91.45	0.1650	-0.0797	0.1710	0.1608	0.0366	0.0344	0.0259	0.0243	12	25,,,,,,,,,,,,,,,,,,
509,15.00	2.65	-20.00	14:12:15	117	23.52	87.67	0.0890	-0.0877	0.1591	0.1597	0.0289	0.0291	0.0205	0.0206	16	22,,,,,,,,,,,,,,,,,,
510,15.00	3.15	-20.00	14:12:27	113	23.17	96.26	0.0840	-0.0798	0.1742	0.1859	0.0323	0.0344	0.0228	0.0243	16	22,,,,,,,,,,,,,,,,,,
511,15.00	3.65	-20.00	14:12:40	133	26.75	94.54	0.0341	-0.0497	0.1716	0.1818	0.0293	0.0310	0.0207	0.0219	12	22,,,,,,,,,,,,,,,,,,
512,15.00	4.15	-20.00	14:12:52	129	26.97	93.07	0.0943	-0.0694	0.1754	0.1743	0.0304	0.0302	0.0215	0.0214	16	25,,,,,,,,,,,,,,,,,,
513,15.00	4.65	-20.00	14:13:05	135	27.55	95.38	0.0931	-0.0571	0.1836	0.1856	0.0311	0.0314	0.0220	0.0222	16	19,,,,,,,,,,,,,,,,,,
514,15.00	5.15	-20.00	14:13:18	130	26.65	95.05	0.0915	-0.0649	0.1406	0.1697	0.0243	0.0293	0.0172	0.0207	28	22,,,,,,,,,,,,,,,,,,
515,15.00	5.65	-20.00	14:13:30	140	28.32	84.87	0.1181	-0.0957	0.1382	0.1813	0.0230	0.0301	0.0162	0.0213	179	25,,,,,,,,,,,,,,,,,,
516,15.00	7.15	-20.50	14:13:48	181	36.56	92.99	0.0335	-0.3295	0.1904	0.2331	0.0278	0.0341	0.0197	0.0241	16	22,,,,,,,,,,,,,,,,,,
517,15.00	6.65	-20.50	14:14:02	158	31.80	85.15	0.0696	-0.2587	0.1829	0.2454	0.0286	0.0384	0.0202	0.0271	16	25,,,,,,,,,,,,,,,,,,
518,15.00	6.15	-20.50	14:14:14	154	31.37	88.28	0.1046	-0.2038	0.1830	0.2321	0.0290	0.0368	0.0205	0.0260	16	22,,,,,,,,,,,,,,,,,,
519,15.00	5.65	-20.50	14:14:26	148	30.29	89.66	0.0646	-0.1712	0.1539	0.2133	0.0249	0.0345	0.0176	0.0244	19	28,,,,,,,,,,,,,,,,,,
520,15.00	5.15	-20.50	14:14:38	135	27.30	89.79	0.0690	-0.1487	0.1686	0.1989	0.0286	0.0337	0.0202	0.0238	16	25,,,,,,,,,,,,,,,,,,
521,15.00	4.65	-20.50	14:14:50	142	28.82	95.53	0.0630	-0.1404	0.1740	0.1500	0.0287	0.0248	0.0203	0.0175	16	22,,,,,,,,,,,,,,,,,,
522,15.00	4.15	-20.50	14:15:02	117	23.67	91.73	0.0792	-0.1471	0.1955	0.1778	0.0356	0.0324	0.0252	0.0229	16	19,,,,,,,,,,,,,,,,,,
523,15.00	3.65	-20.50	14:15:15	124	25.02	93.41	0.0699	-0.1776	0.1929	0.1783	0.0341	0.0315	0.0241	0.0223	16	22,,,,,,,,,,,,,,,,,,
524,15.00	3.15	-20.50	14:15:27	136	27.64	94.69	0.0548	-0.2027	0.1649	0.1814	0.0278	0.0306	0.0197	0.0216	12	19,,,,,,,,,,,,,,,,,,
525,15.00	2.65	-20.50	14:15:41	173	35.66	92.14	0.0981	-0.1967	0.1685	0.1757	0.0252	0.0263	0.0178	0.0186	12	19,,,,,,,,,,,,,,,,,,
526,15.00	2.15	-20.50	14:15:54	97	19.80	97.82	0.1141	-0.1839	0.1394	0.1826	0.0279	0.0365	0.0197	0.0258	12	22,,,,,,,,,,,,,,,,,,
527,15.00	1.65	-20.50	14:16:08	135	27.78	89.67	0.1703	-0.1485	0.1489	0.2081	0.0252	0.0352	0.0178	0.0249	12	19,,,,,,,,,,,,,,,,,,
528,15.00	1.15	-20.50	14:16:20	145	29.24	93.38	0.1512	-0.1402	0.1856	0.2160	0.0303	0.0353	0.0214	0.0250	16	22,,,,,,,,,,,,,,,,,,
529,15.00	0.65	-20.50	14:16:32	165	33.92	94.62	0.2151	-0.1416	0.1789	0.2388	0.0274	0.0365	0.0194	0.0258	12	19,,,,,,,,,,,,,,,,,,
530,15.00	0.15	-20.50	14:16:45	155	31.16	92.98	0.2591	-0.0557	0.1802	0.2726	0.0285	0.0431	0.0201	0.0304	16	22,,,,,,,,,,,,,,,,,,
531,15.00	-0.35	-20.50	14:16:58	149	30.41	92.68	0.2638	0.0067	0.1953	0.3039	0.0315	0.0490	0.0223	0.0346	19	25,,,,,,,,,,,,,,,,,,
532,15.00	-0.85	-20.50	14:17:11	130	26.75	98.23	0.2508	0.0587	0.1602	0.2868	0.0276	0.0495	0.0195	0.0350	16	28,,,,,,,,,,,,,,,,,,
533,15.00	-1.35	-20.50	14:17:23	160	32.45	96.23	0.1816	0.1302	0.1662	0.2459	0.0258	0.0382	0.0183	0.0270	12	19,,,,,,,,,,,,,,,,,,
534,15.00	-1.85	-20.50	14:17:36	126	25.39	95.65	0.1688	0.1212	0.1629	0.2241	0.0286	0.0393	0.0202	0.0278	12	19,,,,,,,,,,,,,,,,,,
535,15.00	-2.35	-20.50	14:17:48	144	29.47	93.61	0.1166	0.1488	0.1568	0.2253	0.0257	0.0369	0.0182	0.0261	12	22,,,,,,,,,,,,,,,,,,
536,15.00	-2.85	-20.50	14:18:00	116	23.70	88.82	0.1047	0.1598	0.1988	0.2041	0.0363	0.0373	0.0257	0.0264	16	22,,,,,,,,,,,,,,,,,,
537,15.00	-3.35	-20.50	14:18:13	144	27.60	97.24	0.0508	0.1780	0.1497	0.2024	0.0245	0.0332	0.0173	0.0235	12	28,,,,,,,,,,,,,,,,,,
538,15.00	-3.85	-20.50	14:18:25	115	23.45	89.29	0.0627	0.1844	0.1846	0.1806	0.0339	0.0332	0.0240	0.0234	12	22,,,,,,,,,,,,,,,,,,
539,15.00	-4.35	-20.50	14:18:38	120	24.44	92.58	0.0501	0.1494	0.1628	0.1743	0.0292	0.0313	0.0207	0.0221	16	32,,,,,,,,,,,,,,,,,,
540,15.00	-4.85	-20.50	14:18:50	103	20.74	98.23	0.0419	0.1621	0.1587	0.1580	0.0308	0.0307	0.0218	0.0217	19	28,,,,,,,,,,,,,,,,,,
541,15.00	-5.35	-20.50	14:19:04	129	25.78	93.96	0.0821	0.1476	0.1626	0.1739	0.0282	0.0301	0.0199	0.0213	16	22,,,,,,,,,,,,,,,,,,
542,15.00	-5.85	-20.50	14:19:16	114	23.62	94.46	0.0879	0.1496	0.1827	0.1820	0.0337	0.0336	0.0238	0.0237	16	32,,,,,,,,,,,,,,,,,,
543,15.00	-6.35	-20.50	14:19:29	138	27.30	93.70	0.0690	0.2313	0.1826	0.2266	0.0306	0.0380	0.0216	0.0268	16	28,,,,,,,,,,,,,,,,,,
544,15.00	-6.85	-20.50	14:19:41	163	32.73	93.34	0.0950	0.3197	0.1861	0.2421	0.0287	0.0373	0.0203	0.0264	12	22,,,,,,,,,,,,,,,,,,
545,15.00	-6.85	-21.00	14:19:53	153	30.68	96.65	0.0428	0.2873	0.2038	0.2407	0.0324	0.0383	0.0229	0.0271	12	22,,,,,,,,,,,,,,,,,,
546,15.00	-6.35	-21.00	14:20:06	117	24.20	95.07	0.0282	0.2796	0.1999	0.2093	0.0364	0.0381	0.0257	0.0269	16	19,,,,,,,,,,,,,,,,,,
547,15.00	-5.85	-21.00	14:20:19	122	24.61	90.35	0.0585	0.2422	0.1773	0.1959	0.0316	0.0349	0.0223	0.0247	19	22,,,,,,,,,,,,,,,,,,
548,15.00	-5.35	-21.00	14:20:31	108	21.66	97.75	0.0652	0.2523	0.1798	0.1632	0.0341	0.0309	0.0241	0.0219	16	19,,,,,,,,,,,,,,,,,,
549,15.00	-4.85	-21.00	14:20:43	135	27.43	94.75	0.0464	0.1894	0.1741	0.1781	0.0295	0.0302	0.0208	0.0213	16	19,,,,,,,,,,,,,,,,,,
550,15.00	-4.35	-21.00	14:20:57	130	27.25	93.28	-0.0035	0.2379	0.1811	0.1598	0.0312	0.0276	0.0221	0.0195	12	19,,,,,,,,,,,,,,,,,,
551,15.00	-3.85	-21.00	14:21:10	113	22.92	96.30	0.0192	0.2438	0.1894	0.1557	0.0351	0.0288	0.0248	0.0204	12	19,,,,,,,,,,,,,,,,,,
552,15.00	-3.35	-21.00	14:21:24	137	27.55	97.81	0.0538	0.2609	0.1677	0.1634	0.0282	0.0275	0.0199	0.0194	12	19,,,,,,,,,,,,,,,,,,
553,15.00	-2.85	-21.00	14:21:36	118	23.72	95.33	0.0878	0.2464	0.1438	0.1821	0.0261	0.0330	0.0184	0.0233	12	19,,,,,,,,,,,,,,,,,,
554,15.00	-2.35	-21.00	14:21:48	134	27.41	95.80	0.0905	0.2510	0.1331	0.1719	0.0226	0.0292	0.0160	0.0207	16	22,,,,,,,,,,,,,,,,,,
555,15.00	-1.85	-21.00	14:22:01	154	30.82	96.63	0.1246	0.1904	0.1696	0.2044	0.0269	0.0324	0.0190	0.0229	12	19,,,,,,,,,,,,,,,,,,
556,15.00	-1.35	-21.00	14:22:13	147	29.82	95.07	0.1361	0.1827	0.1494	0.2268	0.0242	0.0368	0.0171	0.0260	16	19,,,,,,,,,,,,,,,,,,
557,15.00	-0.85	-21.00	14:22:27	129	25.91	95.09	0.1662	0.0915	0.1580	0.2825	0.0274	0.0489	0.0194	0.0346	12	22,,,,,,,,,,,,,,,,,,
558,15.00	-0.35	-21.00	14:22:39	140	28.39	95.50	0.1736	-0.0005	0.2120	0.2937	0.0352	0.0488	0.0249	0.0345	19	25,,,,,,,,,,,,,,,,,,
559,15.00	0.15	-21.00	14:22:51	124	25.45	85.97	0.1892	-0.0530	0.1560	0.2875	0.0276	0.0508	0.0195	0.0359	19	28,,,,,,,,,,,,,,,,,,
560,15.00	0.65	-21.00	14:23:03	120	24.02	93.34	0.1658	-0.1123	0.1843	0.2463	0.0331	0.0442	0.0234	0.0313	16	19,,,,,,,,,,,,,,,,,,
561,15.00	1.15	-21.00	14:23:16	134	26.93	93.13	0.1293	-0.1732	0.1875	0.2185	0.0319	0.0371	0.0225	0.0263	12	22,,,,,,,,,,,,,,,,,,
562,15.00	1.65	-21.00	14:23:29	131	26.68	92.55	0.1012	-0.2270	0.1395	0.1758	0.0240	0.0302	0.0170	0.0214	16	25,,,,,,,,,,,,,,,,,,
563,15.00	2.15	-21.00	14:23:42	106	21.63	96.07	0.1060	-0.2444	0.1551	0.1702	0.0297	0.0326	0.0210	0.0230	12	22,,,,,,,,,,,,,,,,,,
564,15.00	2.65	-21.00	14:23:54	142	28.65	95.78	0.0880	-0.2580	0.1518	0.1633	0.0251	0.0270	0.0177	0.0191	9	22,,,,,,,,,,,,,,,,,,
565,15.00	3.15	-21.00	14:24:06	131	26.49	97.40	0.0202	-0.2746	0.1602	0.1471	0.0275	0.0253	0.0195	0.0179	12	19,,,,,,,,,,,,,,,,,,
566,15.00	3.65	-21.00	14:24:18	131	26.84	94.83	0.0576	-0.2352	0.1503	0.1619	0.0258	0.0278	0.0183	0.0197	12	22,,,,,,,,,,,,,,,,,,
567,15.00	4.15	-21.00	14:24:30	163	32.76	93.46	0.0447	-0.2425	0.1760	0.1546	0.0271	0.0238	0.0192	0.0168	12	32,,,,,,,,,,,,,,,,,,
568,15.00	4.65	-21.00	14:24:43	114	23.16	92.05	0.0283	-0.2690	0.1546	0.1702	0.0285	0.0314	0.0202	0.0222	12	22,,,,,,,,,,,,,,,,,,
569,15.00	5.15	-21.00	14:24:55	132	26.48	92.20	0.0268	-0.2633	0.1571	0.1929	0.0269	0.0330	0.0190	0.0234	16	22,,,,,,,,,,,,,,,,,,
570,15.00	5.65	-21.00	14:25:09	132	26.53	95.88	0.0489	-0.2478	0.1809	0.1981	0.0310	0.0339	0.0219	0.0240	16	19,,,,,,,,,,,,,,,,,,
571,15.00	6.15	-21.00	14:25:21	156	31.41	93.20	0.0532	-0.2835	0.1856	0.2422	0.0292	0.0381	0.0207	0.0270	19	19,,,,,,,,,,,,,,,,,,
572,15.00	6.65	-21.00	14:25:33	163	33.72	93.31	0.0433	-0.3244	0.2051	0.2261	0.0316	0.0348	0.0223	0.0246	16	16,,,,,,,,,,,,,,,,,,
573,15.00	7.15	-21.00	14:25:46	157	31.58	91.99	-0.0132	-0.3275	0.1914	0.2201	0.0300	0.0345	0.0212	0.0244	12	22,,,,,,,,,,,,,,,,,,
574,15.00	7.15	-21.50	14:25:59	163	32.82	94.85	-0.0140	-0.3473	0.2142	0.2025	0.0330	0.0312	0.0233	0.0221	19	22,,,,,,,,,,,,,,,,,,
575,15.00	6.65	-21.50	14:26:11	153	30.56	93.70	0.0016	-0.3283	0.2011	0.1881	0.0320	0.0299	0.0226	0.0211	19	19,,,,,,,,,,,,,,,,,,
576,15.00	6.15	-21.50	14:26:23	165	33.21	94.89	0.0230	-0.3346	0.2015	0.1950	0.0308	0.0298	0.0218	0.0211	25	19,,,,,,,,,,,,,,,,,,
577,15.00	5.65	-21.50	14:26:35	131	26.53	94.36	0.0331	-0.2653	0.2097	0.1715	0.0360	0.0295	0.0255	0.0208	19	19,,,,,,,,,,,,,,,,,,
578,15.00	5.15	-21.50	14:26:48	125	25.43	95.87	0.0353	-0.2613	0.1802	0.1847	0.0317	0.0325	0.0224	0.0230	16	19,,,,,,,,,,,,,,,,,,
579,15.00	4.65	-21.50	14:27:00	147	29.59	90.25	0.0154	-0.2935	0.1851	0.1811	0.0300	0.0294	0.0212	0.0208	12	19,,,,,,,,,,,,,,,,,,
580,15.00	4.15	-21.50	14:27:12	141	28.82	94.05	0.0125	-0.2674	0.1850	0.1607	0.0307	0.0266	0.0217	0.0188	12	22,,,,,,,,,,,,,,,,,,
581,15.00	3.65	-21.50	14:27:25	131	26.45	93.68	0.0114	-0.2708	0.1827	0.1620	0.0314	0.0278	0.0222	0.0197	16	25,,,,,,,,,,,,,,,,,,
582,15.00	3.15	-21.50	14:27:38	145	29.36	91.19	0.0413	-0.3220	0.1730	0.1707	0.0283	0.0279	0.0200	0.0197	16	25,,,,,,,,,,,,,,,,,,
583,15.00	2.65	-21.50	14:27:50	101	21.06	92.38	0.0585	-0.3507	0.1738	0.1691	0.0341	0.0332	0.0241	0.0234	12	22,,,,,,,,,,,,,,,,,,
584,15.00	2.15	-21.50	14:28:03	90	18.62	91.11	0.0476	-0.2941	0.1214	0.1887	0.0252	0.0392	0.0178	0.0277	19	28,,,,,,,,,,,,,,,,,,
585,15.00	1.65	-21.50	14:28:15	100	20.71	91.50	0.0897	-0.2313	0.1291	0.1700	0.0254	0.0335	0.0180	0.0237	12	140,,,,,,,,,,,,,,,,,,
586,15.00	1.15	-21.50	14:28:29	116	23.34	96.57	0.0684	-0.1422	0.1630	0.2111	0.0298	0.0386	0.0211	0.0273	16	32,,,,,,,,,,,,,,,,,,
587,15.00	0.65	-21.50	14:28:42	156	31.41	87.66	0.0767	-0.1454	0.1716	0.2197	0.0270	0.0346	0.0191	0.0245	16	22,,,,,,,,,,,,,,,,,,
588,15.00	0.15	-21.50	14:28:55	137	27.71	91.75	0.0833	-0.0636	0.1785	0.2686	0.0300	0.0451	0.0212	0.0319	22	19,,,,,,,,,,,,,,,,,,
589,15.00	-0.35	-21.50	14:29:09	153	30.73	97.78	0.0755	-0.0398	0.1634	0.3098	0.0260	0.0493	0.0184	0.0348	22	22,,,,,,,,,,,,,,,,,,
